cokey,insurance,insgroupingname,insaddr,inscitystzip,insphone,PayorCo,PayorGrp,PlanType,PriceTable,claimform,branch,submitterid,providernbr,BranchPriceTable,ClaimPrg,ECSName,HoldAccount,PayPercentage,SubmissionTypeName,AutoCrossover,Medigap,MedigapNo,PrintBalanceDuePayor,WorkersCompensationClaims,Signature,RemittanceAddress1,RemittanceAddress2,RemittanceCity,RemittanceState,RemittanceZipCode,OverrideSubmissionToPrint,PayorCoverageTypeNames,InsuranceStatus
467,OXFORD,OXFORD467,PO BOX 46518 ,"MADISON, WI 53744-6518",,,Private Insurance,Mcare Sup,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
468,AETNA MCR SUPP,AETNA MCR SUPP468,PO BOX 5008 ,"BRENTWOOD, TN 37024-5008",,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
469,THRIVENT FINANCIAL,THRIVENT FINANCIAL469,4321 N BALLARD RD ,"APPLETON, WI 54919-0001",,,,Mcare Sup,,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
470,HEALTH PLAN OF THE UPPER OHIO VALLEY,HEALTH PLAN OF THE UPPER OHIO VALLEY470,52160 E NATIONAL ROAD ,"ST CLAIRSVILLE, OH 43950     ",,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
471,RESERVE NATIONAL,RESERVE NATIONAL471,PO BOX 26620 ,"OKLAHOMA CITY, OK 73126     ",,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
472,WEBTPA,WEBTPA472,PO BOX 1928 ,"GRAPEVINE, TX 76099     ",(866) 975 9468,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
473,TRICARE NORTH REGION,TRICARE NORTH REGION473,PO BOX 870140 ,"SURFSIDE BEACH, SC 29587-9740",(877) 874 2273,,Patient Pay,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
474,TRICARE PRIME (North),TRICARE PRIME (North)474,PO BOX 870140 ,"SURFSIDE BEACH, SC 29587-9740",(877) 874 2273,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
475,AETNA BETTER HEALTH KY,AETNA BETTER HEALTH KY475,PO BOX 65195 ,"PHOENIX, AZ 85082     ",(855) 300 5528,,Private Insurance,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
476,CARESOURCE,CARESOURCE476,PO BOX 824 ,"DAYTON, OH 45401     ",(855) 852 5558,,Private Insurance,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,030526966050,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
477,SYMETRA LIFE INS,SYMETRA LIFE INS477,PO BOX 3245 ,"MILWAUKEE, WI 53201-3245",,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Group Health Plan,,True,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
478,EQUITABLE LIFE INS,EQUITABLE LIFE INS478,PO BOX 2460 ,"SALT LAKE CITY, UT 84110-2460",,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
479,BAPTIST HEALTH PLAN,BAPTIST HEALTH PLAN479,PO BOX 22795 ,"LEXINGTON, KY 40522-2795",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
480,AMERICAN GENERAL,AMERICAN GENERAL480,PO BOX 305400 ,"NASHVILLE, TN 37230-5400",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
481,GPM LIFE,GPM LIFE481,PO BOX 2679 ,"OMAHA, NE 68103-2679",(866) 865 7631,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Medicare,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
482,BROADSPIRE,BROADSPIRE482,PO BOX 14344 ,"LEXINGTON, KY 40512     ",,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
483,TRIWEST VA CHOICE,TRIWEST VA CHOICE483, ,,,,,,,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
484,AmFirst Insurance Company,AmFirst Insurance Company484,PO Box 16708 ,"Jackson, MS 39236     ",(888) 888 2519,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Group Health Plan,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
486,MCGREGOR & ASSOC,MCGREGOR & ASSOC486,997 GOVERNORS LANE ,"LEXINGTON, KY 40513     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
487,CYPRESS BENEFIT ADM,CYPRESS BENEFIT ADM487,PO BOX 880 ,"FARMINGTON, MI 48331     ",,,Private Insurance,PPO,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1487,SENTRY INS,SENTRY INS1487,601 MICHIGAN AVE N ,"STEVENS POINT, WI 54481     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1489,RENAISSANCE,RENAISSANCE1489,PO BOX 27248 ,"SALT LAKE CITY, UT 84127-0248",,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1490,CONSTITUTION LIFE INS,CONSTITUTION LIFE INS1490, ,,,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1491,TRICARE EAST,TRICARE EAST1491,PO BOX 202146 ,"FLORENCE, SC 29502-2160",(800) 444 5445,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1492,LIFESTYLE,LIFESTYLE1492,345 N. RIVERVIEW STE 600,"WITCHITA, KS 67203     ",(800) 766 4184,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1494,CIGNA HEALTH@ LIFE INS MCR,CIGNA HEALTH@ LIFE INS MCR1494,PO BOX 30010 ,"AUSTIN, TX 78755-3010",,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1495,Americo,Americo1495,PO Box 10814 ,"Clearwater, FL 33757     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,30526966,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1496,MBA,MBA1496,PO BOX 1868 ,"GRAPEVINE, TX 76099-1868",(855) 688 1302,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1497,One Call,One Call1497,841 Prudential Drive Suite 204,"Jacksonville, FL 32207     ",(800) 848 1989,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,137165,Commercial,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1498,ZURICH,ZURICH1498,PO Box 968070 ,"Schaumburg, IL 60196-8070",(800) 695 6575,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,0,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1499,COLONIAL PENN LIFE INS,COLONIAL PENN LIFE INS1499,PO BOX 1935 ,"CARMEL, IN 46082-1935",(800) 800 2254,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1500,SENTINEL SECURITY LIFE,SENTINEL SECURITY LIFE1500,PO BOX 27248 ,"SALT LAKE CITY, UT 84127-0248",,,,Mcare Sup,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1501,PASSPORT HEALTH PLAN,PASSPORT HEALTH PLAN1501,PO BOX 7114 ,"LONDON, KY 40742     ",(800) 578 0775,,Medicaid,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1502,ALLIED BENEFIT SYSTEMS,ALLIED BENEFIT SYSTEMS1502,PO BOX 909786 ,"CHICAGO, ID 60690     ",,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1503,MEDI-SHARE,MEDI-SHARE1503,PO BOX 67 ,"MELBOURNE, FL 32902     ",(800) 264 2562,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1504,MEDBEN,MEDBEN1504,PO BOX 1099 ,"NEWARK, OH 43058-1099",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1505,COMPANION LIFE INS CO,COMPANION LIFE INS CO1505,PO BOX 14009 ,"CLEARWATER, FL 33766-4009",(888) 220 0466,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1506,WC CHUBB,WC CHUBB1506,PO BOX 42065 ,"PHOENIX, AZ 85027     ",,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Workers Comp) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1507,WELLCARE MEDICARE,WELLCARE MEDICARE1507,PO BOX 31224 ,"TAMPA, FL 33631-3224",,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Group Health Plan,Capario (Commercial) 5010,False,80,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1509,HUMANA HEALTHY HORIZONS (MEDICAID),HUMANA HEALTHY HORIZONS (MEDICAID)1509,PO BOX 14601 ,"LEXINGTON, KY 40512-4601",,,Medicaid,,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1510,CAPITOL LIFE,CAPITOL LIFE1510,PO BOX 14770 ,"LEXINGTON, KY 40512     ",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,100,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1511,AKERA,AKERA1511,1050 MONARCH ST STE 101,"LEXINGTON, KY 40513     ",,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,Commercial,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1512,WASHINGTON NATIONAL,WASHINGTON NATIONAL1512,PO BOX 1935 ,"CARMEL, IN 46082-1935",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1513,PROSPERITY-S. USA,PROSPERITY-S. USA1513,PO BOX 10855 ,"CLEARWATER, FL 33757-8854",(855) 228 3276,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1514,PAN AMERICAN LIFE,PAN AMERICAN LIFE1514,PO BOX 27248 ,"SALT LAKE CITY, UT 84127-0248",,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1515,Lucent Health,Lucent Health1515,PO Box 1984 ,"Nashville, TN 37202     ",(844) 734 3614,,,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1516,FEDERATED INSURANCE,FEDERATED INSURANCE1516,PO BOX 486 ,"OWATONNA, MN 55060     ",(866) 636 8660,,Workers Comp,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Workers Comp) 5010,False,100,Electronic,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1517,LASSO HEALTHCARE MSA,LASSO HEALTHCARE MSA1517,PO BOX 261709 ,"PLANO, TX 75026     ",(800) 579 0254,,Private Insurance,Medicare,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,B08076925,,Medicare,Group Health Plan,,False,80,Print,2,False,,True,False,,,,,,,False,"DME, Major Medical",Active
1518,United Health Community-Medicaid,United Health Community-Medicaid1518,PO BOX 5240 ,"Kingston Springs, NY 12402-5240",,,Medicaid,Medicaid,Medicaid,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicaid,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1519,SILAC,SILAC1519,PO BOX 11642 ,"WINSTON SALEM, NC 27116     ",,,Private Insurance,Mcare Sup,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1520,FEDERAL LIFE INSURANCE CO,FEDERAL LIFE INSURANCE CO1520,PO BOX 2329 ,"OMAHA, NE 68103     ",(800) 960 1390,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Group Health Plan,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1521,Christian Health Center,Christian Health Center1521,200 Sterling Dr ,"Hopkinsville, KY 42240     ",,Christian Health Center,Contracted Payers,,Christian Health Center,Facility Bill Detail,Advanced Home Medical Inc,,,Christian Health Center,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1522,NEW ERA LIFE,NEW ERA LIFE1522,PO BOX 4884 ,"HOUSTON, TX 77214884  ",,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Medicare,Medicare,Capario (Commercial) 5010,False,20,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1523,CUMBERLAND HALL,CUMBERLAND HALL1523,270 Walton Way ,"Hopkinsville, KY 42240     ",,CUMBERLAND HALL,Contracted Payers,,Cumberland Hall,Facility Bill Detail,Advanced Home Medical Inc,,,Cumberland Hall,Other,,False,100,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1524,ACE Medicare Supp (CHUBB),ACE Medicare Supp (CHUBB)1524,PO BOX 10859 ,"CLEARWATER, FL 33757-8859",(800) 601 3372,,Private Insurance,,Medicare,HCFA 1500 ICD-10,Advanced Home Medical Inc,,,,Other,,False,,Print,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
1525,LifeShield National Life Ins,LifeShield National Life Ins1525,PO Box 211116 ,"Eagan, MN 55121     ",(844) 649 1897,,Private Insurance,,Commercial,HCFA 1500 ICD-10,Advanced Home Medical Inc,30526966,,Commercial,Other,Capario (Commercial) 5010,False,100,Electronic,2,False,,False,False,,,,,,,False,"DME, Major Medical",Active
